global_map_order,event_id,event_region,season_year,stage_label,week_label,day_label,match_date,match_order,game_number,team_a,team_b,winner,loser,map_name,map_mode,series_format,source_url,source_note
570,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 4,March 22,2024-03-22,30,1,Sin Prisa Gaming,VEC,Sin Prisa Gaming,VEC,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2024/Asia/Stage_1/Korea/Group_Stage,group_stage_scrape
571,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 4,March 22,2024-03-22,30,2,Sin Prisa Gaming,VEC,Sin Prisa Gaming,VEC,Midtown,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2024/Asia/Stage_1/Korea/Group_Stage,group_stage_scrape
572,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 4,March 22,2024-03-22,30,3,Sin Prisa Gaming,VEC,Sin Prisa Gaming,VEC,Esperança,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2024/Asia/Stage_1/Korea/Group_Stage,group_stage_scrape
573,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 4,March 23,2024-03-23,31,1,Genesis,ZETA DIVISION,ZETA DIVISION,Genesis,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2024/Asia/Stage_1/Korea/Group_Stage,group_stage_scrape
574,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 4,March 23,2024-03-23,31,2,Genesis,ZETA DIVISION,ZETA DIVISION,Genesis,Blizzard World,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2024/Asia/Stage_1/Korea/Group_Stage,group_stage_scrape
575,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 4,March 23,2024-03-23,31,3,Genesis,ZETA DIVISION,ZETA DIVISION,Genesis,Colosseo,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2024/Asia/Stage_1/Korea/Group_Stage,group_stage_scrape
576,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 4,March 23,2024-03-23,32,1,Crazy Raccoon,Team Falcons,Team Falcons,Crazy Raccoon,Samoa,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2024/Asia/Stage_1/Korea/Group_Stage,group_stage_scrape
577,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 4,March 23,2024-03-23,32,2,Crazy Raccoon,Team Falcons,Crazy Raccoon,Team Falcons,Hollywood,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2024/Asia/Stage_1/Korea/Group_Stage,group_stage_scrape
578,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 4,March 23,2024-03-23,32,3,Crazy Raccoon,Team Falcons,Crazy Raccoon,Team Falcons,Esperança,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2024/Asia/Stage_1/Korea/Group_Stage,group_stage_scrape
579,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 4,March 23,2024-03-23,32,4,Crazy Raccoon,Team Falcons,Crazy Raccoon,Team Falcons,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2024/Asia/Stage_1/Korea/Group_Stage,group_stage_scrape
580,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 4,March 23,2024-03-23,33,1,Poker Face,RunAway,RunAway,Poker Face,Samoa,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2024/Asia/Stage_1/Korea/Group_Stage,group_stage_scrape
581,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 4,March 23,2024-03-23,33,2,Poker Face,RunAway,Poker Face,RunAway,Midtown,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2024/Asia/Stage_1/Korea/Group_Stage,group_stage_scrape
582,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 4,March 23,2024-03-23,33,3,Poker Face,RunAway,Poker Face,RunAway,Esperança,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2024/Asia/Stage_1/Korea/Group_Stage,group_stage_scrape
583,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 4,March 23,2024-03-23,33,4,Poker Face,RunAway,RunAway,Poker Face,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2024/Asia/Stage_1/Korea/Group_Stage,group_stage_scrape
584,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 4,March 23,2024-03-23,33,5,Poker Face,RunAway,Poker Face,RunAway,Circuit Royal,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2024/Asia/Stage_1/Korea/Group_Stage,group_stage_scrape
585,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 4,March 24,2024-03-24,34,1,Team Falcons,Sin Prisa Gaming,Team Falcons,Sin Prisa Gaming,Samoa,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2024/Asia/Stage_1/Korea/Group_Stage,group_stage_scrape
586,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 4,March 24,2024-03-24,34,2,Team Falcons,Sin Prisa Gaming,Team Falcons,Sin Prisa Gaming,King's Row,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2024/Asia/Stage_1/Korea/Group_Stage,group_stage_scrape
587,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 4,March 24,2024-03-24,34,3,Team Falcons,Sin Prisa Gaming,Team Falcons,Sin Prisa Gaming,Esperança,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2024/Asia/Stage_1/Korea/Group_Stage,group_stage_scrape
588,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 4,March 24,2024-03-24,35,1,ZETA DIVISION,Poker Face,ZETA DIVISION,Poker Face,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2024/Asia/Stage_1/Korea/Group_Stage,group_stage_scrape
589,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 4,March 24,2024-03-24,35,2,ZETA DIVISION,Poker Face,ZETA DIVISION,Poker Face,Blizzard World,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2024/Asia/Stage_1/Korea/Group_Stage,group_stage_scrape
590,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 4,March 24,2024-03-24,35,3,ZETA DIVISION,Poker Face,ZETA DIVISION,Poker Face,Colosseo,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2024/Asia/Stage_1/Korea/Group_Stage,group_stage_scrape
591,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 4,March 24,2024-03-24,36,1,VEC,Fnatic,Fnatic,VEC,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2024/Asia/Stage_1/Korea/Group_Stage,group_stage_scrape
592,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 4,March 24,2024-03-24,36,2,VEC,Fnatic,Fnatic,VEC,King's Row,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2024/Asia/Stage_1/Korea/Group_Stage,group_stage_scrape
593,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 4,March 24,2024-03-24,36,3,VEC,Fnatic,Fnatic,VEC,Esperança,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2024/Asia/Stage_1/Korea/Group_Stage,group_stage_scrape
594,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 2,2024-03-29,37,1,Fnatic,Crazy Raccoon,Fnatic,Crazy Raccoon,Ilios,Control,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
595,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 2,2024-03-29,37,2,Fnatic,Crazy Raccoon,Fnatic,Crazy Raccoon,Esperança,Push,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
596,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 2,2024-03-29,37,3,Fnatic,Crazy Raccoon,Crazy Raccoon,Fnatic,Hollywood,Hybrid,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
597,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 2,2024-03-29,37,4,Fnatic,Crazy Raccoon,Fnatic,Crazy Raccoon,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
598,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 2,2024-03-29,38,1,Team Falcons,ZETA DIVISION,Team Falcons,ZETA DIVISION,Busan,Control,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
599,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 2,2024-03-29,38,2,Team Falcons,ZETA DIVISION,ZETA DIVISION,Team Falcons,Midtown,Hybrid,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
600,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 2,2024-03-29,38,3,Team Falcons,ZETA DIVISION,Team Falcons,ZETA DIVISION,Esperança,Push,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
601,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 2,2024-03-29,38,4,Team Falcons,ZETA DIVISION,Team Falcons,ZETA DIVISION,Shambali Monastery,Escort,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
602,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 3,2024-03-30,39,1,Crazy Raccoon,ZETA DIVISION,Crazy Raccoon,ZETA DIVISION,Ilios,Control,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
603,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 3,2024-03-30,39,2,Crazy Raccoon,ZETA DIVISION,Crazy Raccoon,ZETA DIVISION,Esperança,Push,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
604,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 3,2024-03-30,39,3,Crazy Raccoon,ZETA DIVISION,Crazy Raccoon,ZETA DIVISION,Midtown,Hybrid,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
605,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 3,2024-03-30,40,1,Team Falcons,Fnatic,Fnatic,Team Falcons,Busan,Control,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
606,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 3,2024-03-30,40,2,Team Falcons,Fnatic,Team Falcons,Fnatic,Midtown,Hybrid,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
607,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 3,2024-03-30,40,3,Team Falcons,Fnatic,Team Falcons,Fnatic,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
608,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 3,2024-03-30,40,4,Team Falcons,Fnatic,Fnatic,Team Falcons,Esperança,Push,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
609,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 3,2024-03-30,40,5,Team Falcons,Fnatic,Team Falcons,Fnatic,Havana,Escort,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
610,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 4,2024-03-31,41,1,ZETA DIVISION,Fnatic,ZETA DIVISION,Fnatic,Nepal,Control,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
611,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 4,2024-03-31,41,2,ZETA DIVISION,Fnatic,Fnatic,ZETA DIVISION,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
612,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 4,2024-03-31,41,3,ZETA DIVISION,Fnatic,Fnatic,ZETA DIVISION,Havana,Escort,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
613,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 4,2024-03-31,41,4,ZETA DIVISION,Fnatic,ZETA DIVISION,Fnatic,Colosseo,Push,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
614,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 4,2024-03-31,41,5,ZETA DIVISION,Fnatic,ZETA DIVISION,Fnatic,Eichenwalde,Hybrid,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
615,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 4,2024-03-31,42,1,Team Falcons,Crazy Raccoon,Crazy Raccoon,Team Falcons,Ilios,Control,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
616,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 4,2024-03-31,42,2,Team Falcons,Crazy Raccoon,Team Falcons,Crazy Raccoon,Havana,Escort,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
617,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 4,2024-03-31,42,3,Team Falcons,Crazy Raccoon,Crazy Raccoon,Team Falcons,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
618,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 4,2024-03-31,42,4,Team Falcons,Crazy Raccoon,Crazy Raccoon,Team Falcons,Midtown,Hybrid,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
619,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 1,2024-03-28,43,1,RunAway,Genesis,RunAway,Genesis,Busan,Control,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
620,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 1,2024-03-28,43,2,RunAway,Genesis,Genesis,RunAway,Esperança,Push,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
621,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 1,2024-03-28,43,3,RunAway,Genesis,Genesis,RunAway,New Junk City,Flashpoint,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
622,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 1,2024-03-28,43,4,RunAway,Genesis,Genesis,RunAway,Numbani,Hybrid,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
623,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 1,2024-03-28,44,1,Poker Face,Sin Prisa Gaming,Sin Prisa Gaming,Poker Face,Oasis,Control,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
624,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 1,2024-03-28,44,2,Poker Face,Sin Prisa Gaming,Sin Prisa Gaming,Poker Face,Havana,Escort,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
625,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 1,2024-03-28,44,3,Poker Face,Sin Prisa Gaming,Poker Face,Sin Prisa Gaming,Esperança,Push,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
626,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 1,2024-03-28,44,4,Poker Face,Sin Prisa Gaming,Sin Prisa Gaming,Poker Face,Eichenwalde,Hybrid,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
627,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 2,2024-03-29,45,1,Genesis,Sin Prisa Gaming,Genesis,Sin Prisa Gaming,Nepal,Control,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
628,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 2,2024-03-29,45,2,Genesis,Sin Prisa Gaming,Genesis,Sin Prisa Gaming,Shambali Monastery,Escort,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
629,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 2,2024-03-29,45,3,Genesis,Sin Prisa Gaming,Sin Prisa Gaming,Genesis,Midtown,Hybrid,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
630,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 2,2024-03-29,45,4,Genesis,Sin Prisa Gaming,Sin Prisa Gaming,Genesis,Esperança,Push,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
631,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 2,2024-03-29,45,5,Genesis,Sin Prisa Gaming,Sin Prisa Gaming,Genesis,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
632,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 1,2024-03-28,46,1,RunAway,Poker Face,Poker Face,RunAway,Nepal,Control,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
633,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 1,2024-03-28,46,2,RunAway,Poker Face,Poker Face,RunAway,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
634,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 1,2024-03-28,46,3,RunAway,Poker Face,Poker Face,RunAway,Shambali Monastery,Escort,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
635,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 3,2024-03-30,47,1,Genesis,Poker Face,Genesis,Poker Face,Oasis,Control,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
636,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 3,2024-03-30,47,2,Genesis,Poker Face,Poker Face,Genesis,Havana,Escort,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
637,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 3,2024-03-30,47,3,Genesis,Poker Face,Poker Face,Genesis,Numbani,Hybrid,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
638,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 3,2024-03-30,47,4,Genesis,Poker Face,Poker Face,Genesis,Esperança,Push,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
639,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 4,2024-03-31,48,1,Sin Prisa Gaming,Poker Face,Sin Prisa Gaming,Poker Face,Nepal,Control,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
640,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 4,2024-03-31,48,2,Sin Prisa Gaming,Poker Face,Sin Prisa Gaming,Poker Face,Havana,Escort,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
641,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 4,2024-03-31,48,3,Sin Prisa Gaming,Poker Face,Poker Face,Sin Prisa Gaming,Numbani,Hybrid,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
642,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 4,2024-03-31,48,4,Sin Prisa Gaming,Poker Face,Poker Face,Sin Prisa Gaming,Esperança,Push,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
643,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 1,Day 4,2024-03-31,48,5,Sin Prisa Gaming,Poker Face,Poker Face,Sin Prisa Gaming,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
644,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 2,Day 5,2024-04-05,49,1,ZETA DIVISION,Poker Face,ZETA DIVISION,Poker Face,Ilios,Control,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
645,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 2,Day 5,2024-04-05,49,2,ZETA DIVISION,Poker Face,Poker Face,ZETA DIVISION,Paraíso,Hybrid,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
646,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 2,Day 5,2024-04-05,49,3,ZETA DIVISION,Poker Face,ZETA DIVISION,Poker Face,Colosseo,Push,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
647,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 2,Day 5,2024-04-05,49,4,ZETA DIVISION,Poker Face,Poker Face,ZETA DIVISION,Havana,Escort,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
648,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 2,Day 5,2024-04-05,49,5,ZETA DIVISION,Poker Face,ZETA DIVISION,Poker Face,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
649,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 2,Day 5,2024-04-05,50,1,Fnatic,Sin Prisa Gaming,Sin Prisa Gaming,Fnatic,Nepal,Control,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
650,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 2,Day 5,2024-04-05,50,2,Fnatic,Sin Prisa Gaming,Fnatic,Sin Prisa Gaming,Esperança,Push,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
651,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 2,Day 5,2024-04-05,50,3,Fnatic,Sin Prisa Gaming,Sin Prisa Gaming,Fnatic,Havana,Escort,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
652,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 2,Day 5,2024-04-05,50,4,Fnatic,Sin Prisa Gaming,Fnatic,Sin Prisa Gaming,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
653,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 2,Day 5,2024-04-05,50,5,Fnatic,Sin Prisa Gaming,Fnatic,Sin Prisa Gaming,Midtown,Hybrid,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
654,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 2,Day 6,2024-04-06,51,1,Crazy Raccoon,ZETA DIVISION,Crazy Raccoon,ZETA DIVISION,Ilios,Control,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
655,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 2,Day 6,2024-04-06,51,2,Crazy Raccoon,ZETA DIVISION,Crazy Raccoon,ZETA DIVISION,Midtown,Hybrid,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
656,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 2,Day 6,2024-04-06,51,3,Crazy Raccoon,ZETA DIVISION,Crazy Raccoon,ZETA DIVISION,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
657,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 2,Day 6,2024-04-06,52,1,Team Falcons,Fnatic,Team Falcons,Fnatic,Ilios,Control,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
658,owcs_2024_asia_s1_korea,korea,2024,Stage 1,Week 2,Day 6,2024-04-06,52,2,Team Falcons,Fnatic,Fnatic,Team Falcons,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/Overwatch_Champions_Series/2024/Asia/Stage_1/Korea,liquipedia_scraper_draft
