global_map_order,event_id,event_region,season_year,stage_label,week_label,day_label,match_date,match_order,game_number,team_a,team_b,winner,loser,map_name,map_mode,series_format,source_url,source_note
11,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 1,January 27,2025-01-27,3,5,Nyam Gaming,VARREL,Nyam Gaming,VARREL,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
12,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 1,January 28,2025-01-28,4,1,Hayabusa Gaming,Nyam Gaming,Nyam Gaming,Hayabusa Gaming,Antarctic Peninsula,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
13,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 1,January 28,2025-01-28,4,2,Hayabusa Gaming,Nyam Gaming,Nyam Gaming,Hayabusa Gaming,New Junk City,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
14,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 1,January 28,2025-01-28,4,3,Hayabusa Gaming,Nyam Gaming,Nyam Gaming,Hayabusa Gaming,Paraiso,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
15,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 1,January 28,2025-01-28,5,1,Under Cat,Lazuli,Lazuli,Under Cat,Oasis,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
16,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 1,January 28,2025-01-28,5,2,Under Cat,Lazuli,Lazuli,Under Cat,New Junk City,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
17,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 1,January 28,2025-01-28,5,3,Under Cat,Lazuli,Lazuli,Under Cat,Colosseo,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
18,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 1,January 28,2025-01-28,6,1,JKOT,VortexWolf,VortexWolf,JKOT,Samoa,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
19,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 1,January 28,2025-01-28,6,2,JKOT,VortexWolf,VortexWolf,JKOT,Watchpoint: Gibraltar,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
20,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 1,January 28,2025-01-28,6,3,JKOT,VortexWolf,VortexWolf,JKOT,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
21,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 1,January 29,2025-01-29,7,1,JKOT,Inferno (Japanese team),Inferno (Japanese team),JKOT,Antarctic Peninsula,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
22,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 1,January 29,2025-01-29,7,2,JKOT,Inferno (Japanese team),Inferno (Japanese team),JKOT,Watchpoint: Gibraltar,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
23,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 1,January 29,2025-01-29,7,3,JKOT,Inferno (Japanese team),JKOT,Inferno (Japanese team),Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
24,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 1,January 29,2025-01-29,7,4,JKOT,Inferno (Japanese team),Inferno (Japanese team),JKOT,Numbani,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
25,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 1,January 29,2025-01-29,8,1,Insomnia (Japanese team),Lazuli,Lazuli,Insomnia (Japanese team),Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
26,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 1,January 29,2025-01-29,8,2,Insomnia (Japanese team),Lazuli,Lazuli,Insomnia (Japanese team),Esperança,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
27,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 1,January 29,2025-01-29,8,3,Insomnia (Japanese team),Lazuli,Lazuli,Insomnia (Japanese team),Havana,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
28,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 1,January 29,2025-01-29,9,1,VortexWolf,Nyam Gaming,VortexWolf,Nyam Gaming,Samoa,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
29,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 1,January 29,2025-01-29,9,2,VortexWolf,Nyam Gaming,Nyam Gaming,VortexWolf,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
30,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 1,January 29,2025-01-29,9,3,VortexWolf,Nyam Gaming,Nyam Gaming,VortexWolf,Havana,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
31,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 1,January 29,2025-01-29,9,4,VortexWolf,Nyam Gaming,VortexWolf,Nyam Gaming,New Queen Street,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
32,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 1,January 29,2025-01-29,9,5,VortexWolf,Nyam Gaming,Nyam Gaming,VortexWolf,King's Row,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
33,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 2,February 3,2025-02-03 - 18:00 |twitch=ow_esports_jp|youtube=ow_esports_jp|vod=https://www.youtube.com/watch?v=8SSDLI4q-bw,10,1,Please Not Hero Ban,Aplomb Tiger,Aplomb Tiger,Please Not Hero Ban,Samoa,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
34,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 2,February 3,2025-02-03 - 18:00 |twitch=ow_esports_jp|youtube=ow_esports_jp|vod=https://www.youtube.com/watch?v=8SSDLI4q-bw,10,2,Please Not Hero Ban,Aplomb Tiger,Please Not Hero Ban,Aplomb Tiger,Paraíso,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
35,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 2,February 3,2025-02-03 - 18:00 |twitch=ow_esports_jp|youtube=ow_esports_jp|vod=https://www.youtube.com/watch?v=8SSDLI4q-bw,10,3,Please Not Hero Ban,Aplomb Tiger,Please Not Hero Ban,Aplomb Tiger,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
36,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 2,February 3,2025-02-03 - 18:00 |twitch=ow_esports_jp|youtube=ow_esports_jp|vod=https://www.youtube.com/watch?v=8SSDLI4q-bw,10,4,Please Not Hero Ban,Aplomb Tiger,Please Not Hero Ban,Aplomb Tiger,Havana,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
37,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 2,February 3,2025-02-03 - 19:55 |twitch=ow_esports_jp|youtube=ow_esports_jp|vod=https://www.youtube.com/watch?v=b-C4t5iLB4s,11,1,Hayabusa Gaming,VARREL,VARREL,Hayabusa Gaming,Oasis,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
38,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 2,February 3,2025-02-03 - 19:55 |twitch=ow_esports_jp|youtube=ow_esports_jp|vod=https://www.youtube.com/watch?v=b-C4t5iLB4s,11,2,Hayabusa Gaming,VARREL,VARREL,Hayabusa Gaming,King's Row,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
39,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 2,February 3,2025-02-03 - 19:55 |twitch=ow_esports_jp|youtube=ow_esports_jp|vod=https://www.youtube.com/watch?v=b-C4t5iLB4s,11,3,Hayabusa Gaming,VARREL,VARREL,Hayabusa Gaming,New Junk City,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
40,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 2,February 3,2025-02-03 - 21:15 |twitch=ow_esports_jp|youtube=ow_esports_jp|vod=https://www.youtube.com/watch?v=hbcwcGBSSf8,12,1,Under Cat,LostNever Gaming,LostNever Gaming,Under Cat,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
41,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 2,February 3,2025-02-03 - 21:15 |twitch=ow_esports_jp|youtube=ow_esports_jp|vod=https://www.youtube.com/watch?v=hbcwcGBSSf8,12,2,Under Cat,LostNever Gaming,LostNever Gaming,Under Cat,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
42,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 2,February 3,2025-02-03 - 21:15 |twitch=ow_esports_jp|youtube=ow_esports_jp|vod=https://www.youtube.com/watch?v=hbcwcGBSSf8,12,3,Under Cat,LostNever Gaming,LostNever Gaming,Under Cat,New Queen Street,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
43,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 2,February 4,2025-02-04 - 18:00 |twitch=ow_esports_jp|youtube=ow_esports_jp|vod=https://www.youtube.com/watch?v=ylMBA5OW2BY,13,1,Aplomb Tiger,LostNever Gaming,LostNever Gaming,Aplomb Tiger,Antarctic Peninsula,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
44,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 2,February 4,2025-02-04 - 18:00 |twitch=ow_esports_jp|youtube=ow_esports_jp|vod=https://www.youtube.com/watch?v=ylMBA5OW2BY,13,2,Aplomb Tiger,LostNever Gaming,Aplomb Tiger,LostNever Gaming,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
45,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 2,February 4,2025-02-04 - 18:00 |twitch=ow_esports_jp|youtube=ow_esports_jp|vod=https://www.youtube.com/watch?v=ylMBA5OW2BY,13,3,Aplomb Tiger,LostNever Gaming,Aplomb Tiger,LostNever Gaming,King's Row,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
46,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 2,February 4,2025-02-04 - 18:00 |twitch=ow_esports_jp|youtube=ow_esports_jp|vod=https://www.youtube.com/watch?v=ylMBA5OW2BY,13,4,Aplomb Tiger,LostNever Gaming,Aplomb Tiger,LostNever Gaming,Route 66,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
47,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 2,February 4,2025-02-04,14,1,Inferno (Japanese team),VARREL,VARREL,Inferno (Japanese team),Samoa,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
48,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 2,February 4,2025-02-04,14,2,Inferno (Japanese team),VARREL,VARREL,Inferno (Japanese team),New Junk City,Flashopint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
49,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 2,February 4,2025-02-04,14,3,Inferno (Japanese team),VARREL,VARREL,Inferno (Japanese team),Watchpoint: Gibraltar,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
50,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 2,February 4,2025-02-04,15,1,Please Not Hero Ban,Insomnia (Japanese team),Insomnia (Japanese team),Please Not Hero Ban,Antarctic Peninsula,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
51,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 2,February 4,2025-02-04,15,2,Please Not Hero Ban,Insomnia (Japanese team),Please Not Hero Ban,Insomnia (Japanese team),Havana,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
52,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 2,February 4,2025-02-04,15,3,Please Not Hero Ban,Insomnia (Japanese team),Please Not Hero Ban,Insomnia (Japanese team),King's Row,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
53,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 2,February 4,2025-02-04,15,4,Please Not Hero Ban,Insomnia (Japanese team),Please Not Hero Ban,Insomnia (Japanese team),Colosseo,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
54,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 2,February 5,2025-02-05 - 18:00 |twitch=ow_esports_jp|youtube=ow_esports_jp|vod=https://www.youtube.com/watch?v=2tITrwQ4QBE,16,1,Under Cat,Please Not Hero Ban,Please Not Hero Ban,Under Cat,Antarctic Peninsula,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
55,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 2,February 5,2025-02-05 - 18:00 |twitch=ow_esports_jp|youtube=ow_esports_jp|vod=https://www.youtube.com/watch?v=2tITrwQ4QBE,16,2,Under Cat,Please Not Hero Ban,Please Not Hero Ban,Under Cat,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
56,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 2,February 5,2025-02-05 - 18:00 |twitch=ow_esports_jp|youtube=ow_esports_jp|vod=https://www.youtube.com/watch?v=2tITrwQ4QBE,16,3,Under Cat,Please Not Hero Ban,Please Not Hero Ban,Under Cat,King's Row,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
57,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 2,February 5,2025-02-05 - 19:15 |twitch=ow_esports_jp|youtube=ow_esports_jp|vod=https://www.youtube.com/watch?v=OUs5eaw2iow,17,1,Hayabusa Gaming,JKOT,Hayabusa Gaming,JKOT,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
58,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 2,February 5,2025-02-05 - 19:15 |twitch=ow_esports_jp|youtube=ow_esports_jp|vod=https://www.youtube.com/watch?v=OUs5eaw2iow,17,2,Hayabusa Gaming,JKOT,JKOT,Hayabusa Gaming,Watchpoint: Gibraltar,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
59,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 2,February 5,2025-02-05 - 19:15 |twitch=ow_esports_jp|youtube=ow_esports_jp|vod=https://www.youtube.com/watch?v=OUs5eaw2iow,17,3,Hayabusa Gaming,JKOT,JKOT,Hayabusa Gaming,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
60,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 2,February 5,2025-02-05 - 19:15 |twitch=ow_esports_jp|youtube=ow_esports_jp|vod=https://www.youtube.com/watch?v=OUs5eaw2iow,17,4,Hayabusa Gaming,JKOT,JKOT,Hayabusa Gaming,Esperança,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
61,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 2,February 5,2025-02-05 - 20:45 |twitch=ow_esports_jp|youtube=ow_esports_jp|vod=https://www.youtube.com/watch?v=vfxk4LBjlFU,18,1,Lazuli,LostNever Gaming,Lazuli,LostNever Gaming,Samoa,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
62,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 2,February 5,2025-02-05 - 20:45 |twitch=ow_esports_jp|youtube=ow_esports_jp|vod=https://www.youtube.com/watch?v=vfxk4LBjlFU,18,2,Lazuli,LostNever Gaming,Lazuli,LostNever Gaming,Route 66,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
63,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 2,February 5,2025-02-05 - 20:45 |twitch=ow_esports_jp|youtube=ow_esports_jp|vod=https://www.youtube.com/watch?v=vfxk4LBjlFU,18,3,Lazuli,LostNever Gaming,Lazuli,LostNever Gaming,New Junk City,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
64,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 3,February 10,2025-02-10,19,1,Aplomb Tiger,Lazuli,Aplomb Tiger,Lazuli,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
65,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 3,February 10,2025-02-10,19,2,Aplomb Tiger,Lazuli,Lazuli,Aplomb Tiger,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
66,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 3,February 10,2025-02-10,19,3,Aplomb Tiger,Lazuli,Lazuli,Aplomb Tiger,Colosseo,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
67,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 3,February 10,2025-02-10,19,4,Aplomb Tiger,Lazuli,Aplomb Tiger,Lazuli,King's Row,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
68,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 3,February 10,2025-02-10,19,5,Aplomb Tiger,Lazuli,Lazuli,Aplomb Tiger,Rialto,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
69,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 3,February 10,2025-02-10,20,1,VARREL,JKOT,VARREL,JKOT,Antarctic Peninsula,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
70,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 3,February 10,2025-02-10,20,2,VARREL,JKOT,VARREL,JKOT,Route 66,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
71,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 3,February 10,2025-02-10,20,3,VARREL,JKOT,VARREL,JKOT,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
72,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 3,February 10,2025-02-10,21,1,Insomnia (Japanese team),Under Cat,Insomnia (Japanese team),Under Cat,Samoa,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
73,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 3,February 10,2025-02-10,21,2,Insomnia (Japanese team),Under Cat,Insomnia (Japanese team),Under Cat,Havana,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
74,owcs_2025_asia_s1_japan,japan,2025,Stage 1,Week 3,February 10,2025-02-10,21,3,Insomnia (Japanese team),Under Cat,Insomnia (Japanese team),Under Cat,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2025/Asia/Stage_1/Japan/Regular_Season,group_stage_scrape
