global_map_order,event_id,event_region,season_year,stage_label,week_label,day_label,match_date,match_order,game_number,team_a,team_b,winner,loser,map_name,map_mode,series_format,source_url,source_note
323,owcs_2026_china_s1,china,2026,Stage 1,Week 1,April 18th,2026-04-18,13,2,Weibo Gaming,Milk Tea,Weibo Gaming,Milk Tea,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/China/Stage_1/Regular_Season,group_stage_scrape
324,owcs_2026_china_s1,china,2026,Stage 1,Week 1,April 18th,2026-04-18,13,3,Weibo Gaming,Milk Tea,Weibo Gaming,Milk Tea,Gibraltar,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/China/Stage_1/Regular_Season,group_stage_scrape
325,owcs_2026_china_s1,china,2026,Stage 1,Week 1,April 19th,2026-04-19,14,1,All Gamers,Solus Victorem,All Gamers,Solus Victorem,Oasis,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/China/Stage_1/Regular_Season,group_stage_scrape
326,owcs_2026_china_s1,china,2026,Stage 1,Week 1,April 19th,2026-04-19,14,2,All Gamers,Solus Victorem,All Gamers,Solus Victorem,Havana,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/China/Stage_1/Regular_Season,group_stage_scrape
327,owcs_2026_china_s1,china,2026,Stage 1,Week 1,April 19th,2026-04-19,14,3,All Gamers,Solus Victorem,All Gamers,Solus Victorem,Aatlis,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/China/Stage_1/Regular_Season,group_stage_scrape
328,owcs_2026_china_s1,china,2026,Stage 1,Week 1,April 19th,2026-04-19,15,1,Weibo Gaming,JD Gaming,Weibo Gaming,JD Gaming,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/China/Stage_1/Regular_Season,group_stage_scrape
329,owcs_2026_china_s1,china,2026,Stage 1,Week 1,April 19th,2026-04-19,15,2,Weibo Gaming,JD Gaming,JD Gaming,Weibo Gaming,Havana,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/China/Stage_1/Regular_Season,group_stage_scrape
330,owcs_2026_china_s1,china,2026,Stage 1,Week 1,April 19th,2026-04-19,15,3,Weibo Gaming,JD Gaming,Weibo Gaming,JD Gaming,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/China/Stage_1/Regular_Season,group_stage_scrape
331,owcs_2026_china_s1,china,2026,Stage 1,Week 1,April 19th,2026-04-19,15,4,Weibo Gaming,JD Gaming,Weibo Gaming,JD Gaming,Blizzard World,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/China/Stage_1/Regular_Season,group_stage_scrape
332,owcs_2026_emea_s1,emea,2026,Stage 1,Week 1,March 21st,2026-03-21,1,1,Virtus.pro,Al Qadsiah,Virtus.pro,Al Qadsiah,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
333,owcs_2026_emea_s1,emea,2026,Stage 1,Week 1,March 21st,2026-03-21,1,2,Virtus.pro,Al Qadsiah,Virtus.pro,Al Qadsiah,Havana,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
334,owcs_2026_emea_s1,emea,2026,Stage 1,Week 1,March 21st,2026-03-21,1,3,Virtus.pro,Al Qadsiah,Al Qadsiah,Virtus.pro,Midtown,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
335,owcs_2026_emea_s1,emea,2026,Stage 1,Week 1,March 21st,2026-03-21,1,4,Virtus.pro,Al Qadsiah,Virtus.pro,Al Qadsiah,Runasapi,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
336,owcs_2026_emea_s1,emea,2026,Stage 1,Week 1,March 21st,2026-03-21,2,1,Twisted Minds,Team Peps,Twisted Minds,Team Peps,Busan,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
337,owcs_2026_emea_s1,emea,2026,Stage 1,Week 1,March 21st,2026-03-21,2,2,Twisted Minds,Team Peps,Twisted Minds,Team Peps,Blizzard World,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
338,owcs_2026_emea_s1,emea,2026,Stage 1,Week 1,March 21st,2026-03-21,2,3,Twisted Minds,Team Peps,Twisted Minds,Team Peps,Esperança,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
339,owcs_2026_emea_s1,emea,2026,Stage 1,Week 1,March 22nd,2026-03-22,3,1,Twisted Minds,Geekay Esports,Twisted Minds,Geekay Esports,Busan,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
340,owcs_2026_emea_s1,emea,2026,Stage 1,Week 1,March 22nd,2026-03-22,3,2,Twisted Minds,Geekay Esports,Twisted Minds,Geekay Esports,Esperança,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
341,owcs_2026_emea_s1,emea,2026,Stage 1,Week 1,March 22nd,2026-03-22,3,3,Twisted Minds,Geekay Esports,Twisted Minds,Geekay Esports,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
342,owcs_2026_emea_s1,emea,2026,Stage 1,Week 1,March 22nd,2026-03-22,4,1,Virtus.pro,Anyone's Legend,Virtus.pro,Anyone's Legend,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
343,owcs_2026_emea_s1,emea,2026,Stage 1,Week 1,March 22nd,2026-03-22,4,2,Virtus.pro,Anyone's Legend,Virtus.pro,Anyone's Legend,Blizzard World,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
344,owcs_2026_emea_s1,emea,2026,Stage 1,Week 1,March 22nd,2026-03-22,4,3,Virtus.pro,Anyone's Legend,Virtus.pro,Anyone's Legend,Runasapi,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
345,owcs_2026_emea_s1,emea,2026,Stage 1,Week 1,March 22nd,2026-03-22,5,1,Al Qadsiah,Team Peps,Al Qadsiah,Team Peps,Oasis,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
346,owcs_2026_emea_s1,emea,2026,Stage 1,Week 1,March 22nd,2026-03-22,5,2,Al Qadsiah,Team Peps,Al Qadsiah,Team Peps,Rialto,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
347,owcs_2026_emea_s1,emea,2026,Stage 1,Week 1,March 22nd,2026-03-22,5,3,Al Qadsiah,Team Peps,Team Peps,Al Qadsiah,Aatlis,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
348,owcs_2026_emea_s1,emea,2026,Stage 1,Week 1,March 22nd,2026-03-22,5,4,Al Qadsiah,Team Peps,Team Peps,Al Qadsiah,Midtown,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
349,owcs_2026_emea_s1,emea,2026,Stage 1,Week 1,March 22nd,2026-03-22,5,5,Al Qadsiah,Team Peps,Al Qadsiah,Team Peps,Runasapi,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
350,owcs_2026_emea_s1,emea,2026,Stage 1,Week 2,March 28th,2026-03-28,6,1,Al Qadsiah,Geekay Esports,Geekay Esports,Al Qadsiah,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
351,owcs_2026_emea_s1,emea,2026,Stage 1,Week 2,March 28th,2026-03-28,6,2,Al Qadsiah,Geekay Esports,Geekay Esports,Al Qadsiah,Havana,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
352,owcs_2026_emea_s1,emea,2026,Stage 1,Week 2,March 28th,2026-03-28,6,3,Al Qadsiah,Geekay Esports,Al Qadsiah,Geekay Esports,Aatlis,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
353,owcs_2026_emea_s1,emea,2026,Stage 1,Week 2,March 28th,2026-03-28,6,4,Al Qadsiah,Geekay Esports,Al Qadsiah,Geekay Esports,Runasapi,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
354,owcs_2026_emea_s1,emea,2026,Stage 1,Week 2,March 28th,2026-03-28,6,5,Al Qadsiah,Geekay Esports,Geekay Esports,Al Qadsiah,Midtown,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
355,owcs_2026_emea_s1,emea,2026,Stage 1,Week 2,March 28th,2026-03-28,7,1,Twisted Minds,Anyone's Legend,Twisted Minds,Anyone's Legend,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
356,owcs_2026_emea_s1,emea,2026,Stage 1,Week 2,March 28th,2026-03-28,7,2,Twisted Minds,Anyone's Legend,Twisted Minds,Anyone's Legend,Rialto,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
357,owcs_2026_emea_s1,emea,2026,Stage 1,Week 2,March 28th,2026-03-28,7,3,Twisted Minds,Anyone's Legend,Twisted Minds,Anyone's Legend,Aatlis,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
358,owcs_2026_emea_s1,emea,2026,Stage 1,Week 2,March 28th,2026-03-28,8,1,Virtus.pro,Team Peps,Virtus.pro,Team Peps,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
359,owcs_2026_emea_s1,emea,2026,Stage 1,Week 2,March 28th,2026-03-28,8,2,Virtus.pro,Team Peps,Virtus.pro,Team Peps,Runasapi,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
360,owcs_2026_emea_s1,emea,2026,Stage 1,Week 2,March 28th,2026-03-28,8,3,Virtus.pro,Team Peps,Virtus.pro,Team Peps,Blizzard World,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
361,owcs_2026_emea_s1,emea,2026,Stage 1,Week 2,March 29th,2026-03-29,9,1,Team Peps,Geekay Esports,Geekay Esports,Team Peps,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
362,owcs_2026_emea_s1,emea,2026,Stage 1,Week 2,March 29th,2026-03-29,9,2,Team Peps,Geekay Esports,Geekay Esports,Team Peps,Aatlis,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
363,owcs_2026_emea_s1,emea,2026,Stage 1,Week 2,March 29th,2026-03-29,9,3,Team Peps,Geekay Esports,Geekay Esports,Team Peps,Midtown,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
364,owcs_2026_emea_s1,emea,2026,Stage 1,Week 2,March 29th,2026-03-29,10,1,Al Qadsiah,Anyone's Legend,Al Qadsiah,Anyone's Legend,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
365,owcs_2026_emea_s1,emea,2026,Stage 1,Week 2,March 29th,2026-03-29,10,2,Al Qadsiah,Anyone's Legend,Al Qadsiah,Anyone's Legend,Numbani,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
366,owcs_2026_emea_s1,emea,2026,Stage 1,Week 2,March 29th,2026-03-29,10,3,Al Qadsiah,Anyone's Legend,Al Qadsiah,Anyone's Legend,Esperança,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
367,owcs_2026_emea_s1,emea,2026,Stage 1,Week 3,April 4th,2026-04-04,11,1,Al Qadsiah,Twisted Minds,Twisted Minds,Al Qadsiah,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
368,owcs_2026_emea_s1,emea,2026,Stage 1,Week 3,April 4th,2026-04-04,11,2,Al Qadsiah,Twisted Minds,Twisted Minds,Al Qadsiah,Runasapi,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
369,owcs_2026_emea_s1,emea,2026,Stage 1,Week 3,April 4th,2026-04-04,11,3,Al Qadsiah,Twisted Minds,Twisted Minds,Al Qadsiah,Havana,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
370,owcs_2026_emea_s1,emea,2026,Stage 1,Week 3,April 4th,2026-04-04,12,1,Anyone's Legend,Team Peps,Team Peps,Anyone's Legend,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
371,owcs_2026_emea_s1,emea,2026,Stage 1,Week 3,April 4th,2026-04-04,12,2,Anyone's Legend,Team Peps,Anyone's Legend,Team Peps,Havana,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
372,owcs_2026_emea_s1,emea,2026,Stage 1,Week 3,April 4th,2026-04-04,12,3,Anyone's Legend,Team Peps,Team Peps,Anyone's Legend,Runasapi,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
373,owcs_2026_emea_s1,emea,2026,Stage 1,Week 3,April 4th,2026-04-04,12,4,Anyone's Legend,Team Peps,Anyone's Legend,Team Peps,Blizzard World,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
374,owcs_2026_emea_s1,emea,2026,Stage 1,Week 3,April 4th,2026-04-04,12,5,Anyone's Legend,Team Peps,Anyone's Legend,Team Peps,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
375,owcs_2026_emea_s1,emea,2026,Stage 1,Week 3,April 4th,2026-04-04,13,1,Virtus.pro,Geekay Esports,Virtus.pro,Geekay Esports,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
376,owcs_2026_emea_s1,emea,2026,Stage 1,Week 3,April 4th,2026-04-04,13,2,Virtus.pro,Geekay Esports,Geekay Esports,Virtus.pro,Havana,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
377,owcs_2026_emea_s1,emea,2026,Stage 1,Week 3,April 4th,2026-04-04,13,3,Virtus.pro,Geekay Esports,Virtus.pro,Geekay Esports,Runasapi,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
378,owcs_2026_emea_s1,emea,2026,Stage 1,Week 3,April 4th,2026-04-04,13,4,Virtus.pro,Geekay Esports,Virtus.pro,Geekay Esports,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
379,owcs_2026_emea_s1,emea,2026,Stage 1,Week 3,April 5th,2026-04-05,14,1,Virtus.pro,Twisted Minds,Twisted Minds,Virtus.pro,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
380,owcs_2026_emea_s1,emea,2026,Stage 1,Week 3,April 5th,2026-04-05,14,2,Virtus.pro,Twisted Minds,Twisted Minds,Virtus.pro,Runasapi,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
381,owcs_2026_emea_s1,emea,2026,Stage 1,Week 3,April 5th,2026-04-05,14,3,Virtus.pro,Twisted Minds,Twisted Minds,Virtus.pro,Watchpoint: Gibraltar,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
382,owcs_2026_emea_s1,emea,2026,Stage 1,Week 3,April 5th,2026-04-05,15,1,Anyone's Legend,Geekay Esports,Geekay Esports,Anyone's Legend,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
383,owcs_2026_emea_s1,emea,2026,Stage 1,Week 3,April 5th,2026-04-05,15,2,Anyone's Legend,Geekay Esports,Anyone's Legend,Geekay Esports,Esperança,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
384,owcs_2026_emea_s1,emea,2026,Stage 1,Week 3,April 5th,2026-04-05,15,3,Anyone's Legend,Geekay Esports,Geekay Esports,Anyone's Legend,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
385,owcs_2026_emea_s1,emea,2026,Stage 1,Week 3,April 5th,2026-04-05,15,4,Anyone's Legend,Geekay Esports,Anyone's Legend,Geekay Esports,Blizzard World,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
386,owcs_2026_emea_s1,emea,2026,Stage 1,Week 3,April 5th,2026-04-05,15,5,Anyone's Legend,Geekay Esports,Geekay Esports,Anyone's Legend,Havana,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/EMEA/Stage_1/Regular_Season,group_stage_scrape
387,owcs_2026_na_s1,na,2026,Stage 1,Week 1,March 21st,2026-03-21,1,1,Dallas Fuel,Disguised,Dallas Fuel,Disguised,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/NA/Stage_1/Regular_Season,group_stage_scrape
388,owcs_2026_na_s1,na,2026,Stage 1,Week 1,March 21st,2026-03-21,1,2,Dallas Fuel,Disguised,Disguised,Dallas Fuel,Rialto,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/NA/Stage_1/Regular_Season,group_stage_scrape
389,owcs_2026_na_s1,na,2026,Stage 1,Week 1,March 21st,2026-03-21,1,3,Dallas Fuel,Disguised,Dallas Fuel,Disguised,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/NA/Stage_1/Regular_Season,group_stage_scrape
390,owcs_2026_na_s1,na,2026,Stage 1,Week 1,March 21st,2026-03-21,1,4,Dallas Fuel,Disguised,Dallas Fuel,Disguised,Midtown,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/NA/Stage_1/Regular_Season,group_stage_scrape
391,owcs_2026_na_s1,na,2026,Stage 1,Week 1,March 21st,2026-03-21,2,1,Spacestation Gaming,LuneX Gaming,Spacestation Gaming,LuneX Gaming,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/NA/Stage_1/Regular_Season,group_stage_scrape
392,owcs_2026_na_s1,na,2026,Stage 1,Week 1,March 21st,2026-03-21,2,2,Spacestation Gaming,LuneX Gaming,Spacestation Gaming,LuneX Gaming,Watchpoint: Gibraltar,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/NA/Stage_1/Regular_Season,group_stage_scrape
393,owcs_2026_na_s1,na,2026,Stage 1,Week 1,March 21st,2026-03-21,2,3,Spacestation Gaming,LuneX Gaming,Spacestation Gaming,LuneX Gaming,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/NA/Stage_1/Regular_Season,group_stage_scrape
394,owcs_2026_na_s1,na,2026,Stage 1,Week 1,March 21st,2026-03-21,3,1,Team Liquid,Extinction,Extinction,Team Liquid,Oasis,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/NA/Stage_1/Regular_Season,group_stage_scrape
395,owcs_2026_na_s1,na,2026,Stage 1,Week 1,March 21st,2026-03-21,3,2,Team Liquid,Extinction,Team Liquid,Extinction,Watchpoint: Gibraltar,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/NA/Stage_1/Regular_Season,group_stage_scrape
396,owcs_2026_na_s1,na,2026,Stage 1,Week 1,March 21st,2026-03-21,3,3,Team Liquid,Extinction,Team Liquid,Extinction,Esperança,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/NA/Stage_1/Regular_Season,group_stage_scrape
397,owcs_2026_na_s1,na,2026,Stage 1,Week 1,March 21st,2026-03-21,3,4,Team Liquid,Extinction,Extinction,Team Liquid,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/NA/Stage_1/Regular_Season,group_stage_scrape
398,owcs_2026_na_s1,na,2026,Stage 1,Week 1,March 21st,2026-03-21,3,5,Team Liquid,Extinction,Team Liquid,Extinction,Blizzard World,hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/NA/Stage_1/Regular_Season,group_stage_scrape
399,owcs_2026_na_s1,na,2026,Stage 1,Week 1,March 22nd,2026-03-22,4,1,Spacestation Gaming,Disguised,Disguised,Spacestation Gaming,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/NA/Stage_1/Regular_Season,group_stage_scrape
400,owcs_2026_na_s1,na,2026,Stage 1,Week 1,March 22nd,2026-03-22,4,2,Spacestation Gaming,Disguised,Spacestation Gaming,Disguised,Rialto,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/NA/Stage_1/Regular_Season,group_stage_scrape
401,owcs_2026_na_s1,na,2026,Stage 1,Week 1,March 22nd,2026-03-22,4,3,Spacestation Gaming,Disguised,Disguised,Spacestation Gaming,Aatlis,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/NA/Stage_1/Regular_Season,group_stage_scrape
402,owcs_2026_na_s1,na,2026,Stage 1,Week 1,March 22nd,2026-03-22,4,4,Spacestation Gaming,Disguised,Spacestation Gaming,Disguised,Numbani,Hybrid,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/NA/Stage_1/Regular_Season,group_stage_scrape
403,owcs_2026_na_s1,na,2026,Stage 1,Week 1,March 22nd,2026-03-22,4,5,Spacestation Gaming,Disguised,Spacestation Gaming,Disguised,Runasapi,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/NA/Stage_1/Regular_Season,group_stage_scrape
404,owcs_2026_na_s1,na,2026,Stage 1,Week 1,March 22nd,2026-03-22,5,1,LuneX Gaming,Extinction,LuneX Gaming,Extinction,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/NA/Stage_1/Regular_Season,group_stage_scrape
405,owcs_2026_na_s1,na,2026,Stage 1,Week 1,March 22nd,2026-03-22,5,2,LuneX Gaming,Extinction,LuneX Gaming,Extinction,Esperança,Push,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/NA/Stage_1/Regular_Season,group_stage_scrape
406,owcs_2026_na_s1,na,2026,Stage 1,Week 1,March 22nd,2026-03-22,5,3,LuneX Gaming,Extinction,LuneX Gaming,Extinction,Suravasa,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/NA/Stage_1/Regular_Season,group_stage_scrape
407,owcs_2026_na_s1,na,2026,Stage 1,Week 2,March 28th,2026-03-28,6,1,Team Liquid,Dallas Fuel,Dallas Fuel,Team Liquid,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/NA/Stage_1/Regular_Season,group_stage_scrape
408,owcs_2026_na_s1,na,2026,Stage 1,Week 2,March 28th,2026-03-28,6,2,Team Liquid,Dallas Fuel,Dallas Fuel,Team Liquid,Aatlis,Flashpoint,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/NA/Stage_1/Regular_Season,group_stage_scrape
409,owcs_2026_na_s1,na,2026,Stage 1,Week 2,March 28th,2026-03-28,6,3,Team Liquid,Dallas Fuel,Dallas Fuel,Team Liquid,Watchpoint: Gibraltar,Escort,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/NA/Stage_1/Regular_Season,group_stage_scrape
410,owcs_2026_na_s1,na,2026,Stage 1,Week 2,March 28th,2026-03-28,7,1,Disguised,Extinction,Extinction,Disguised,Lijiang Tower,Control,bo5,https://liquipedia.net/overwatch/index.php?title=Overwatch_Champions_Series/2026/NA/Stage_1/Regular_Season,group_stage_scrape
